user_id,point_id,date,ph,ph_h2o,total_organic_carbon,total_nitrogen,cn,calsium,magnesium,pottasium,sodium,jumlah,p2o5_hcl_25,k2o_hcl_25,p2o5_olsen,kapasitas_tukar_kation,kb_kejenuhan_basa,al__tukar,_h__tukar,pasir,debu,lempung,bulk_density,moisture_content,ruang_pori_total,pd,sangat_cepat,cepat,lambat,air_tersedia,permeabilitas,pf_1,pf_2,pf_2_54,pf_4_2,laboratorium
1,3,2013-11-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,2014-03-23,6,5.8,0.2,0.5,-,6940,4610,591,1380,-,41,25,8,28.9,-,0,0.05,84,4,12,1.26,-,45.5,-,-,14.8,6.7,6.8,11.3,-,-,-,-,-
1,3,2014-09-09,6.1,6.2,0.6,0.5,-,9.51,2.91,0.3,0.42,-,32,15,11.1,10.75,-,0,0.02,71,15,14,1.17,16.8,48.1,-,-,12.9,6.1,16.4,9.74,-,-,-,-,-
1,3,2015-04-01,5.04,6.62,1.24,0.1,-,5140,347,3260,784,-,7,12,12.93,12.56,-,0.06,0.12,28,47,25,1.37,-,46.7,-,-,10.2,3.5,10.1,1.19,-,-,-,-,-
1,3,2015-09-29,5.23,5.52,1.26,0.13,-,6060,614,3470,702,-,10,12,17.55,11.41,-,0.09,0.15,19,52,29,1.25,-,49.4,-,-,10.7,4.9,8.1,2.73,-,-,-,-,-
1,3,2016-04-26,5.17,5.44,1.12,0.13,-,3700,3290,338,217,-,8,12,12.41,16,-,1.15,0.55,24,51,25,1.01,37.04,56.7,2.33,-,14.2,4.5,13.9,1.83,50.4,42.5,38,24.1,-
1,3,2016-10-13,4.79,5.04,1.12,0.09,-,6210,4670,398,989,-,25,27,35.17,14.55,-,2.16,1.07,47,43,10,1.31,-,48,2.52,-,19.5,6.3,5.8,14.55,-,-,-,-,-
1,3,2017-01-16,5.83,6.84,1.62,0.07,-,8630,5280,238,1510,-,9,13,38.78,18.55,-,0,0,26,55,19,1.17,-,50.8,2.38,-,19.4,5.6,9.3,12.333,-,-,-,-,-
1,3,2017-07-18,5.22,6.49,1.07,0.15,7,5420,3880,-,517,-,7,8,17.21,12.62,-,0,0.21,30,55,15,1.16,-,51.9,2.41,-,13.3,6.1,14,5.22,-,-,-,-,-
1,3,2018-01-24,5.35,6.82,1.38,0.15,9,4770,3610,315,533,-,16,14,25.11,21.19,-,1.26,0.22,16,54,30,1.12,-,53.5,2.41,-,15.4,4.3,12.1,1.42,-,-,-,-,-
1,3,2018-07-14,5.98,7.27,1.38,0.22,6,5860,349,4490,901,-,9,15,23.85,25,-,0,0,23,57,20,1.03,-,56,2.34,-,16.5,4.5,13.1,1.15,-,-,-,-,-
1,3,2019-02-21,5.65,7.04,1.02,0.12,-,4490,4080,394,121,-,8,-,15.74,15.42,-,"2,43",1.27,24,55,21,1.22,-,49.6,-,-,16.9,7.2,12.4,1.65,-,-,-,-,WLN
1,3,2019-07-31,5.72,6.42,3.07,0.15,-,8.1,2.4,0.6,0.1,-,0.6,0.2,15,15.8,-,0,1,60.6,18.2,21.2,0.92,-,52.6,-,-,17.8,4.3,12.1,8.76,-,-,-,-,IT
1,3,2020-03-26,5.72,6.73,0.59,0.02,-,1.6,0.7,0.3,0.1,-,15.5,0.204,0.07,2.1,-,0.06,1,81.2,10,8.8,1.03,-,47.4,-,-,13.4,9.2,5.8,1.27,-,-,-,-,IT
1,3,2020-10-12,5.67,6.61,1.31,3.6,-,19.53,0.88,1.98,1.55,-,173.76,339,38.42,39.54,60.55,tr,0.12,67.49,13.31,19.19,1.17,-,55.87,-,11.23,7.97,8.45,9.98,5.8,-,-,-,-,WLN
1,3,2021-04-20,5.75,6.89,0.55,0.13,-,8.98,3.49,0.26,0.24,-,313.6,291.5,88.2,13.6,95.37,tr,0.11,71.87,10.82,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,WLN
1,3,2021-09-21,4.94,5.53,0.74,0.13,-,3.7,1.68,0.53,0.54,-,433.1,429.4,7.4,11.51,56.01,tr,0.31,67,14.86,18.14,1.22,-,53.95,-,7.57,8.58,11.86,7.58,34.88,-,-,-,-,WLN
1,3,2022-03-22,5.27,6.47,1.38,0.14,-,7.51,3.07,0.52,0.06,-,42.7,695.7,10.3,12.41,90,tr,0.08,78.78,4.79,16.42,1.25,-,52.71,-,11.41,8.13,9.36,10.55,47.09,-,-,-,-,WLN
