user_id,point_id,date,engine,fuel_type,capacity,ambient_temperature,stack_temperature,meter_temperature,moisture_content,actual_volume_sample,standard_volume_sample,actual_oxygen_o2,velocity_linear,dry_molecular_weight,actual_stack_flowrate,percent_of_isokinetic,total_particulate_isokinetic_actual,sulfur_dioxide_so2_actual,nitrogen_oxide_nox_as_nitrogen_dioxide_no2_actual,nitrogen_oxide_nox_actual,carbon_monoxide_co_actual,carbon_dioxide_co,opacity,total_particulate_isokinetic,sulfur_dioxide_so2,nitrogen_oxide_nox_as_nitrogen_dioxide_no2,nitrogen_oxide_nox,carbon_monoxide_co
1,6,2018-03-13,Genset,Diesel,18.25,40,382,40,1.51,0.853,0.821,17.2,31.2,29.1,3,100.1,4,33,124,-,73,3,10,9,71,264,-,155
1,6,2018-11-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,2019-03-13,Genset,Diesel,18.25,34,318,34,8.3,0.84,0.794,11.4,31,29.6,2.2,97,17,4,122,-,651,7,10,14,3,101,-,542
1,6,2019-12-14,Genset,Diesel,18.25,33,377,33,9,1.42,1.36,13,29.2,29.6,2.1,106,20,92,10,-,446,-,-,21,94,10,-,457
1,6,2020-03-14,Genset,Diesel,18.25,36.8,385,36.8,8,1.38,1.31,14,32.7,29.4,2.31,94,18,1,10,-,303,6,10,19,10,10,-,323
1,6,2020-09-12,Genset,Diesel,18.25,35,389,35,9.31,1.5,1.47,13.7,33.4,29.4,4.2,102.3,52,256,214,1010,233,6,10,57,244,200,962,222
1,6,2021-03-29,Genset,Diesel,18.25,36,388,36,6.69,1.5,1.46,11.3,32.3,29.6,4.1,102,56,48,70,970,655,8,13,46,36,52,730,493
1,6,2021-09-13,Genset,Diesel,18.25,34,399,34,4.86,1.54,1.487,9.6,32.5,29.7,4.1,102.9,9,11,58,870,608,8,11,7,8,41,610,428
1,6,2022-02-27,Genset,Diesel,18.25,38,308,38,6.45,1.558,1.491,9.2,31.2,29.8,3.9,94.5,8,355,60,880,595,9,12,5,240,40,600,402
