user_id,point_id,date,engine,fuel_type,capacity,ambient_temperature,stack_temperature,meter_temperature,moisture_content,actual_volume_sample,standard_volume_sample,actual_oxygen_o2,velocity_linear,dry_molecular_weight,actual_stack_flowrate,percent_of_isokinetic,total_particulate_isokinetic_actual,sulfur_dioxide_so2_actual,nitrogen_oxide_nox_as_nitrogen_dioxide_no2_actual,nitrogen_oxide_nox_actual,carbon_monoxide_co_actual,carbon_dioxide_co,opacity,total_particulate_isokinetic,sulfur_dioxide_so2,nitrogen_oxide_nox_as_nitrogen_dioxide_no2,nitrogen_oxide_nox,carbon_monoxide_co
1,1,2018-03-17,Genset,Diesel,18.25,44,323,44,4.13,0.689,0.655,15.9,22.7,29.2,2.2,102.5,10,22,79,-,64,4,10,15,34,125,-,101
1,1,2018-11-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,2019-04-10,Genset,Diesel,18.25,39,395,38,9.31,0.82,0.762,10.9,33,29.8,2.3,100,58,5,28,-,471,9,10,46,4,22,-,372
1,1,2019-12-10,Genset,Diesel,18.25,40,383,40,9.5,1.34,1.26,13,28.6,29.8,2,101,23,88,10,-,326,-,-,24,92,10,-,339
1,1,2020-03-12,Genset,Diesel,18.25,42,414,42,5.4,0.964,0.901,13,22.8,29.6,1.6,93,27,1,10,-,364,6,10,28,1,10,-,384
1,1,2020-09-08,Genset,Diesel,18.25,36.2,418,36.2,2.07,1.437,1.397,11,33.5,29.7,4.2,94,17,387,1,1300,1300,387,0,14,1,220,948,283
1,1,2021-03-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,2021-09-07,Genset,Diesel,18.25,30.9,322,30.9,8.84,0.996,0.969,14,20.1,29.4,2.5,100.3,12,2,51,720,482,6,10,13,2,54,770,516
1,1,2022-02-25,Genset,Diesel,18.25,36.4,334,36.4,6.66,1.203,1.151,13,23.7,29.5,3,100.6,18,322,57,830,514,6,12,18,323,57,830,516
