codesample_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,temperature_,colour,salinity,alkalinity_as_caco3,dissolved_oxygen_do,alkalinity_total,alkalinitycarbonate,alkalinitybicarbonate,ph,chloride_cl,free_chlorine,fluoride_f,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_nnh3,nitrate_no3,nitrite_no2,phosphate_po4,total_nitrogen,aluminium_al,antimony_sb,arsenic_as,barium_ba,boron_b,calcium_ca,cadmium_cd,chromium_cr,chromium_hexavalent_cr6+,cobalt_co,copper_cu,iron_fe,lead_pb,magnesium_mg,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,sodium_na,zinc_zn,aluminium_tal,arsenic_tas,cadmium_tcd,chromium_hexavalent_tcr6+,chromium_tcr,cobalt_tco,copper_tcu,iron_tfe,lead_tpb,selenium_tse,mercury_thg,nickel_tni,zinc_tzn,bod,cod,oil_and_grease,phenols,surfactant_mbas,benzene_hexa_chloride_bhc,endrin,dichloro_diphenyl_trichloroethane_ddt,fecal_coliform,e_coli,total_coliform_bacteria_,-
15,3,2017-05-04,144,100,11,-,-,26.5,-,-,-,8.43,-,-,-,7.89,-,-,-,2,0.002,0.005,0.005,0.005,-,0.02,0.038,0.001,-,-,-,-,0.0005,-,0.005,-,0.0001,-,-,0.001,0.005,0.07,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2017-06-03,154,108,1,-,-,28,-,-,-,8.07,-,-,-,8.11,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.147,0.001,-,-,-,-,0.0005,-,0.005,-,0.0001,-,-,0.001,0.01,0.03,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2017-07-05,155,108,1,-,-,27.5,-,-,67,7.97,-,-,-,8.24,-,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.02,0.145,0.001,0.067,-,0.159,-,0.0005,-,0.012,-,0.0003,-,0.005,0.001,0.005,0.06,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,1960,4840,-
15,3,2017-08-02,165,116,1,-,-,27.1,-,-,-,7.91,-,-,-,8.23,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.005,0.001,-,-,-,-,0.0005,-,0.01,-,0.0001,-,-,0.001,0.005,0.03,0.001,-,0.005,0.00002,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2017-09-02,175,122,1,-,-,26.7,-,-,-,7.61,-,-,-,8.4,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.06,0.001,-,-,-,-,0.0005,-,0.009,-,0.0001,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00002,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2017-10-07,174,121,1,-,-,27,-,-,83,7.91,-,-,-,8.37,-,0.02,0.07,5,0.002,0.005,0.005,0.005,-,0.02,0.005,0.001,0.064,-,0.005,-,0.0005,-,0.007,-,0.0001,-,0.005,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,652,4840,-
15,3,2017-11-03,163,114,1,-,-,26.6,-,-,-,7.92,-,-,-,8.05,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.066,0.001,-,-,-,-,0.0005,-,0.005,-,0.0002,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2017-12-05,152,107,1,-,-,27.4,-,-,-,7.86,-,-,-,8.09,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.093,0.001,-,-,-,-,0.0005,-,0.005,-,0.0002,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-01-03,163,114,0,-,-,30,-,-,-,7.75,-,-,-,8.03,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.074,0.001,-,-,-,-,0.0005,-,0.011,-,0.0001,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0133,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-02-02,160,112,1,-,-,27.1,-,-,72,7.82,-,-,-,6.91,-,0.02,0.24,5,0.002,0.005,0.005,0.005,-,0.02,0.029,0.001,0.055,-,0.067,-,0.0005,-,0.034,-,0.0001,-,0.005,0.001,0.005,0.03,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,1,0.001,0.01,-,-,-,-,522,4840,-
15,3,2018-03-01,131,91,1,-,-,27.1,-,-,-,7.75,-,-,-,8,-,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.11,0.001,-,-,-,-,0.0005,-,0.013,-,0.0003,-,-,0.001,0.005,0.07,0.001,-,0.005,0.00005,-,0.0005,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-04-03,152,106,1,-,59,28.1,-,-,-,7.63,-,-,-,8.4,1.6,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.065,0.001,-,-,-,-,0.0005,-,0.015,-,0.0002,-,-,0.001,0.005,0.04,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-05-06,140,98,1,-,66,27.5,-,-,69,8.3,-,-,-,8,1.4,0.02,0.11,5,0.002,0.005,0.005,0.005,-,0.05,0.2,0.001,0.033,-,0.124,-,0.0005,-,0.014,-,0.0001,-,0.005,0.001,0.005,0.07,0.001,-,0.005,0.00005,-,0.0005,0.011,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,1,0.001,0.01,-,-,-,-,2240,4840,-
15,3,2018-06-01,133,93,10,-,52,26,-,-,-,8.17,-,-,-,7.94,2.3,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.205,0.001,-,-,-,-,0.0005,-,0.005,-,0.0001,-,-,0.001,0.005,0.2,0.001,-,0.005,0.00005,-,0.0005,0.0102,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-07-02,162,114,1,-,69,25.4,-,-,-,8.09,-,-,-,8.11,0.5,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.071,0.001,-,-,-,-,0.0005,-,0.014,-,0.0001,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-08-02,173,121,1,6.3,65,28.8,-,0.2,-,7.94,-,-,-,7.94,0.9,0.02,0.11,5,0.002,0.005,0.005,0.005,-,0.02,0.069,0.001,0.058,-,0.026,-,0.0005,-,0.046,-,0.0001,-,0.005,0.001,0.005,0.03,0.001,-,0.005,0.00005,-,0.0005,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,1632,4840,-
15,3,2018-09-03,190,133,1,-,70,27.6,-,-,-,8.39,-,-,-,8.13,1.5,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.043,0.001,-,-,-,-,0.0005,-,0.005,-,0.0001,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0003,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-10-01,196,137,1,0,74,26.3,-,0.1,-,7.93,-,1,97,7.88,1.6,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.021,0.001,-,-,-,-,0.0005,-,0.005,17.9,0.0001,-,-,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-11-02,183,128,1,2.3,64,26.5,-,0.1,-,8.05,-,1,82,8.29,2.1,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.062,0.001,-,-,-,-,0.0005,-,0.011,16,0.0001,-,-,0.001,0.005,0.05,0.001,5.81,0.005,0.00005,-,0.0005,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2018-12-05,165,116,12,11.9,71,27.2,-,0.1,-,7.72,-,1,76,8.27,1.9,0.02,0.11,5,0.002,0.005,0.005,0.005,-,0.02,0.055,0.001,0.055,-,0.241,-,0.0005,-,0.011,16.3,0.0001,-,0.005,0.001,0.005,0.17,0.001,7.35,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,2600,4840,-
15,3,2019-01-07,129,90,8,19.8,52,25.78,-,0.1,-,7.76,-,1,59,8.28,1.9,-,-,5,0.002,0.005,0.005,0.005,-,0.03,0.12,0.001,-,-,-,-,0.0005,-,0.005,13.5,0.0001,-,-,0.001,0.005,0.07,0.002,4.55,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2019-02-04,130,91,1,19.2,48,25.7,-,0.1,57,8.05,-,1,57,7.33,2.1,0.02,0.22,5,0.002,0.005,0.005,0.005,-,0.02,0.218,0.001,0.038,-,0.350,-,0.0005,-,0.016,12.7,0.0001,-,0.005,0.001,0.005,0.16,0.001,3.95,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,652,4840,-
15,3,2019-03-04,153,107,8,5.9,56,26.9,-,0.1,65,7.93,-,1,65,8.05,2.9,0.02,0.04,5,0.002,0.005,0.005,0.005,-,0.02,0.112,0.002,0.044,-,0.116,-,0.0005,-,0.014,14.6,0.0001,-,0.005,0.001,0.005,0.07,0.001,4.88,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,1732,4840,-
15,3,2019-04-02,155,108,4,4.8,52,27.14,-,0.1,-,7.88,-,1,71,8.02,2,-,-,5,0.002,0.005,0.005,0.005,-,0.02,0.069,0.001,-,-,-,-,0.0005,-,0.014,13.4,0.0001,-,-,0.001,0.005,0.04,0.001,4.47,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-
15,3,2019-05-06,149,105,5,10.6,50,27.2,-,0.1,68,7.61,-,1,68,7.98,1,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.02,0.143,0.001,0.028,-,0.094,-,0.0005,-,0.011,12.6,0.0001,-,0.005,0.001,0.005,0.04,0.001,4.49,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,388,4840,-
15,3,2019-06-11,159,110,4,5.2,67,26.7,-,0.1,67,7.36,-,1,1,7.86,2.6,0.01,0.07,3,0.002,0.005,0.005,0.005,-,0.02,0.058,0.001,0.166,-,0.01,-,0.0005,-,0.02,14,0.0001,-,0.002,0.001,0.001,0.021,0.001,4.88,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,0.001,0.01,-,-,-,-,2,12100,-
15,3,2019-07-04,166,110,2,2.3,61.1,25.47,-,0.1,56,7.24,-,1,56,7.87,2.9,0.01,0.1,3,0.002,0.005,0.005,0.005,-,0.02,0.068,0.001,0.136,-,0.01,-,0.0005,-,0.01,15.6,0.0001,-,0.002,0.001,0.001,0.016,0.001,5.37,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,0.001,0.01,-,-,-,-,816,12100,-
15,3,2019-08-06,189,122,1,3.2,64.7,27,-,0.0,84,7.76,-,1,84,8.04,2.6,0.01,0.08,3,0.002,0.005,0.005,0.005,-,0.02,0.047,0.001,0.151,-,0.01,-,0.0005,-,0.01,16.3,0.0001,-,0.002,0.001,0.001,0.012,0.001,5.79,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,1,0.001,0.01,-,-,-,-,10,12100,-
15,3,2019-09-03,189,120,2,-,61.8,-,-,-,89,-,-,1,89,7.89,3.6,0.01,0.06,2,0.002,0.005,0.005,0.005,-,0.02,0.027,0.001,0.302,-,0.01,-,0.0006,-,0.01,15.7,0.0001,-,0.002,0.001,0.001,0.01,0.001,5.48,0.004,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,0.001,0.01,-,-,-,-,1,803,-
15,3,2019-10-02,193,126,1,-,75.3,-,-,-,88,-,-,1,88,7.91,3,0.01,0.08,4,0.002,0.005,0.005,0.005,-,0.02,0.023,0.001,0.707,-,0.01,-,0.0006,-,0.02,18.6,0.0001,-,0.002,0.001,0.001,0.021,0.001,7.03,0.002,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,0.001,0.01,-,-,-,-,365,12100,-
15,3,2019-11-04,158,110,1,-,76.6,-,-,-,92,-,-,1,92,7.99,3.1,0.01,0.07,4,0.002,0.005,0.005,0.005,-,0.02,0.034,0.001,0.173,-,0.01,-,0.0005,-,0.02,18.9,0.0001,-,0.002,0.001,0.001,0.016,0.001,7.11,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,0.001,0.01,-,-,-,-,1,12100,-
15,3,2019-12-05,177,120,4,-,65,-,-,-,75,-,-,75,1,8,3.6,0.01,0.08,4,0.002,0.005,0.005,0.005,-,0.02,0.074,0.001,0.392,-,0.02,-,0.0005,-,0.02,16,0.0001,-,0.002,0.001,0.002,0.034,0.001,6.07,0.002,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,0.001,0.01,-,-,-,-,1,4600,-
15,3,2020-01-09,132,92,10,-,47.1,-,-,-,56,-,-,1,56,7.78,3.5,0.01,0.12,3,0.002,0.005,0.005,0.005,-,0.02,0.29,0.001,0.128,-,0.16,-,0.0005,-,0.02,11.9,0.0001,-,0.002,0.001,0.002,0.089,0.001,4.24,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,0.001,0.01,-,-,-,-,ND,12100,-
15,3,2020-02-06,134,90,7,-,48.5,-,-,-,70,7.8,-,1,70,8,2.8,0.01,0.1,3,0.002,0.005,0.005,0.005,-,0.02,0.289,0.001,0.127,-,0.33,-,0.0007,-,0.02,12.5,0.0001,-,0.002,0.001,0.007,0.147,0.001,4.23,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1000,1,10,-,-,-,-,1,12100,-
15,3,2020-03-11,147,101,5,-,47.6,-,-,-,100,7.73,-,1,100,8.1,2.6,0.01,0.1,3,0.002,0.005,0.005,0.005,-,0.02,0.107,0.001,0.145,-,0.1,-,0.0005,-,0.02,12.3,0.0001,-,0.002,0.001,0.001,0.047,0.001,4.09,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1000,1,10,-,-,-,-,1,12100,-
15,3,2020-04-08,140,96,14,-,53.1,-,-,-,70,7.76,-,1,70,7.31,2.6,0.01,0.1,3,0.002,0.005,0.005,0.005,-,0.02,0.12,0.001,0.156,-,0.14,-,0.0005,-,0.02,13.7,0.0001,-,0.002,0.001,0.001,0.067,0.001,4.6,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,1000,1,10,-,-,-,-,1,12100,-
15,3,2020-05-06,141,99,1,-,51,-,-,-,61,-,-,1,61,8.11,1.9,0.02,0.09,5,0.002,0.005,0.005,0.005,-,0.02,0.092,0.001,0.034,-,0.211,-,0.0005,-,0.008,13.1,0.0001,-,0.005,0.001,0.005,0.1,0.001,4.52,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,976,4840,-
15,3,2020-06-11,168,116,9,-,57.6,-,-,-,76,7.54,-,1,76,7.65,2.7,0.01,0.09,3,0.002,0.005,0.005,0.005,-,0.02,0.092,0.001,0.218,-,0.05,-,0.0014,-,0.02,14.9,0.0001,-,0.002,0.001,0.002,0.031,0.001,4.96,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1000,1,10,-,-,-,-,1,12100,-
15,3,2020-07-01,167,116,2,-,51.3,-,-,-,69,7.12,-,1,69,7.88,2.3,0.01,0.08,3,0.002,0.005,0.005,0.005,-,0.02,0.088,0.001,1.49,-,0.09,-,0.0007,-,0.02,13.1,0.0001,-,0.002,0.001,0.001,0.041,0.001,4.51,0.001,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1000,1,10,-,-,-,-,1,12100,-
15,3,2020-08-03,158,111,4,-,52,25.5,-,-,69,8.1,-,1,69,8.06,1.8,0.02,0.09,5,0.002,0.005,0.005,0.005,-,0.02,0.102,0.001,0.045,-,0.199,-,0.005,-,0.049,14.9,0.0001,-,0.005,0.001,0.005,0.07,0.001,3.69,0.005,0.00005,-,0.005,0.0003,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,3300,7000,-
15,3,2020-09-01,178,125,1,-,48,27.3,-,-,77,7.45,-,1,77,8.17,0.5,0.02,0.06,5,0.002,0.005,0.005,0.005,-,0.02,0.049,0.001,0.036,-,0.022,-,0.005,-,0.007,12.1,0.0001,-,0.005,0.001,0.005,0.02,0.001,4.45,0.005,0.00005,-,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,4900,4900,-
15,3,2020-10-06,178,126,1,3.6,71,29.5,-,0.1,84,8.16,-,6,78,8.34,2.5,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.02,0.064,0.001,0.034,-,0.012,-,0.005,-,0.005,17.6,0.0001,-,0.005,0.001,0.005,0.02,0.001,6.58,0.005,0.00005,-,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,4900,35000,-
15,3,2020-11-06,179,126,1,2.9,69,27.2,-,0,84,8.06,-,1,84,8.26,1.1,0.02,0.06,5,0.002,0.005,0.005,0.005,-,0.02,0.054,0.001,0.06,-,0.019,-,0.005,-,0.012,17.4,0.0002,-,0.005,0.001,0.005,0.02,0.001,6.21,0.005,0.00005,-,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,3,13,1,0.001,0.01,-,-,-,-,13000,35000,-
15,3,2020-12-02,153,108,1,10.8,62,25.9,-,0,81,8.09,-,1,81,8.17,1.3,0.02,0.06,5,0.002,0.005,0.005,0.005,-,0.02,0.068,0.001,0.048,-,0.127,-,0.005,1,n/a,0.01,0.0001,-,0.005,0.001,0.005,0.09,0.002,5.64,0.005,0.00005,-,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,1700,7900,-
15,3,2021-01-04,164,116,1,0,45,27,-,0,76,7.9,-,1,76,8.26,1.9,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.02,0.037,0.001,0.063,-,0.015,-,0.005,-,0.109,12,0.0001,-,0.005,0.001,0.005,0.02,0.001,3.72,0.005,0.00005,-,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,1,0.001,0.01,-,-,-,-,230,2100,-
15,3,2021-02-02,176,124,6,6.9,58,26.5,-,0.1,93,7.39,-,1,93,7.8,0.5,0.02,0.15,5,0.002,0.005,0.005,0.005,-,0.06,0.161,0.001,0.056,-,0.018,-,0.005,-,0.072,15.3,0.0001,-,0.005,0.001,0.005,0.02,0.001,4.86,0.005,0.00005,-,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,3,15,1,0.001,0.01,-,-,-,-,160000,160000,-
15,3,2021-03-01,165,116,2,3.5,61,25.8,-,0.1,72,7.99,-,<   1,72,8.19,<   0.5,<   0.02,0.08,<   5,<   0.002,<   0.005,<   0.005,<   0.005,-,0.04,0.043,<   0.001,0.042,-,0.046,-,<   0.005,-,0.147,15.7,0.0001,-,<   0.005,<   0.001,<   0.005,0.02,<   0.001,5.36,<   0.005,<  0.00005,-,<   0.005,<   0.0001,-,<   0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,<   2,<  10,<   1,<   0.001,<   0.01,-,-,-,-,790,7900,-
15,3,2021-04-01,151,106,7,14.8,49,27.7,-,0.07,-,7.99,64,1,64,7.95,2.2,0.02,0.09,5,0.002,0.005,0.005,0.005,-,0.02,0.112,0.001,0.042,1,0.014,-,0.005,-,0.013,12.7,0.0001,-,0.005,0.001,0.005,0.04,0.001,4.3,0.005,0.00005,0.001,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.00001,0.00001,0.00001,-,2400,7900,-
15,3,2021-05-04,144,101,10,6.8,46,26.3,6,0.1,-,8.23,56,1,56,8.31,0.8,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.05,0.106,0.001,0.06,1,0.005,-,0.005,-,0.02,12.2,0.0001,-,0.005,0.001,0.005,0.02,0.001,3.7,0.005,0.00005,0.001,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.00001,0.00001,0.00001,2100,-,24000,-
15,3,2021-06-02,162,114,1,5.6,38,27.9,5,0.1,-,8.02,40,1,40,8.04,29.7,0.02,0.09,5,0.002,0.005,0.005,0.005,-,0.03,0.059,0.001,0.045,1,0.037,-,0.005,-,0.005,12.9,0.0001,-,0.005,0.001,0.005,0.02,0.001,1.38,0.005,0.00005,0.001,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.00001,0.00001,0.00001,2400,-,9400,-
15,3,2021-07-06,179,126,1,0,74,26.4,5,0.1,-,7.58,44,1,44,8.12,0.5,0.02,0.15,5,0.002,0.005,0.005,0.005,-,0.03,0.327,0.001,0.09,1,0.025,-,0.005,-,0.005,18.8,0.0001,-,0.005,0.001,0.005,0.03,0.001,6.63,0.005,0.00005,0.001,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.00001,0.00001,0.00001,35000,-,35000,-
15,3,2021-08-04,152,107,5,4.9,62,26.9,8,0.1,-,8.09,42,1,42,8.16,7.7,0.02,0.06,5,0.002,0.005,0.005,0.005,-,0.02,0.161,0.002,0.047,1,0.014,-,0.005,-,0.013,15.3,0.0001,-,0.005,0.001,0.005,0.04,0.001,5.84,0.005,0.00005,0.001,0.005,0.002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.00001,0.00001,0.00001,2400,-,3300,-
15,3,2021-09-01,153,108,1,3.1,61,29.2,7,0.1,-,7.36,56,29,27,8.43,2.8,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.02,0.081,0.001,0.056,1,0.014,-,0.005,-,0.02,15.4,0.0001,-,0.005,0.001,0.005,0.02,0.001,5.43,0.005,0.00005,0.001,0.005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.00001,0.00001,0.00001,1300,-,1700,-
15,3,2021-10-05,140,99,1,6.5,71,26.81,6,0.1,-,8.13,59,1,59,8.27,14.7,0.02,0.11,5,0.002,0.005,0.005,0.005,-,0.03,0.054,0.007,0.029,1,0.014,-,0.005,-,0.018,17.4,0.0001,-,0.005,0.001,0.016,0.09,0.001,6.67,0.005,0.00005,0.001,0.005,0.0016,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.01,0.01,0.01,4900,-,7000,-
15,3,2021-11-02,142,99,1,3.7,63,26.7,11,0.1,-,8.19,66,6,61,8.37,2.9,0.02,0.18,5,0.002,0.005,0.005,0.005,-,0.02,0.046,0.001,0.033,1,0.01,-,0.005,-,0.016,15,0.0001,-,0.005,0.001,0.005,0.07,0.001,6.08,0.005,0.00005,0.001,0.005,0.0059,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.02,0.01,0.01,0.01,1100,-,1700,-
15,3,2021-12-03,162,114,1,3.3,71,26.88,9,0.1,-,8.09,73,1,73,8.25,1.6,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.03,0.08,0.001,0.073,1,0.005,-,0.005,-,0.016,18.6,0.0001,-,0.005,0.001,0.009,0.05,0.001,6.05,0.005,0.00005,0.001,0.005,0.0027,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.01,0.01,0.01,700,-,1700,-
15,3,2022-01-04,134,94,8,11.9,46,25.6,23,0.1,-,8.26,62,1,62,8.2,2.2,0.02,0.08,5,0.002,0.005,0.005,0.005,-,0.03,0.126,0.001,0.033,1,0.314,-,0.005,-,0.027,11.3,0.0001,-,0.005,0.001,0.005,0.11,0.001,4.28,0.005,0.00005,0.001,0.005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.02,0.01,0.01,0.01,1700,-,7900,-
15,3,2022-02-03,148,104,2,5.1,53,25.4,9,0.1,-,8.19,63,2,61,8.31,0.5,0.02,0.06,5,0.002,0.005,0.005,0.005,-,0.03,0.105,0.001,0.065,1,0.005,-,0.005,-,0.014,14.9,0.0001,-,0.005,0.001,0.007,0.04,0.001,3.74,0.005,0.0001,0.001,0.005,0.0014,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.02,0.01,0.01,0.01,7900,-,13000,-
15,3,2022-03-01,138,97,30,11,45,26.2,5,0.1,-,8.16,65,1,65,8.22,0.5,0.02,0.09,5,0.002,0.005,0.005,0.005,-,0.02,0.086,0.002,0.031,0.9,0.015,-,0.005,-,0.012,10.1,0.0001,-,0.005,0.001,0.005,0.09,0.001,4.83,0.005,0.00005,0.001,0.005,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,0.01,0.01,0.01,11000,-,11000,-
