user_id,point_id,date,ph,ph_h2o,total_organic_carbon,total_nitrogen,cn,calsium,magnesium,pottasium,sodium,jumlah,p2o5_hcl_25,k2o_hcl_25,p2o5_olsen,kapasitas_tukar_kation,kb_kejenuhan_basa,al__tukar,_h__tukar,pasir,debu,lempung,bulk_density,moisture_content,ruang_pori_total,pd,sangat_cepat,cepat,lambat,air_tersedia,permeabilitas,pf_1,pf_2,pf_2_54,pf_4_2,laboratorium
1,9,2013-11-22,6.4,6.5,2.9,0.5,-,3930,2960,384,490,-,47,15,7,6.88,-,0,0.02,84,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,9,2014-03-23,6.4,6.3,0.2,0.5,-,6120,3920,420,1490,-,37,16,7,14.9,-,0,0.02,70,15,15,1.2,-,48.7,-,-,22.6,7.8,9.8,31.3,-,-,-,-,-
1,9,2014-09-09,5.8,5.9,1,0.5,-,6.84,2.47,0.27,0.51,-,42,11,14.3,8.01,-,0,0,78,11,11,1.06,27.1,56.5,-,-,9.5,5.1,20.3,4.93,-,-,-,-,-
1,9,2015-04-01,5.71,6.72,2.37,0.26,-,4640,458,2730,808,-,13,16,32.8,18.24,-,0,0,23,59,18,0.84,-,63,-,-,16.7,5.2,12.6,3.97,-,-,-,-,-
1,9,2015-09-29,5.39,5.62,2.73,0.23,-,4940,720,4180,623,-,24,26,23.93,20.42,-,0,0,21,51,28,1.28,-,49,-,-,13.2,5.3,11.5,3.14,-,-,-,-,-
1,9,2016-04-26,5.91,6.35,0.89,0.08,-,4150,3590,338,444,-,14,17,27.64,12,-,0.25,0.1,29,50,21,1.15,31.2,51.9,2.39,-,12.4,4.3,13.6,3.61,48.72,39.5,35.2,21.6,-
1,9,2016-10-13,6.41,6.79,1.15,0.07,-,5430,5220,303,806,-,12,15,19.42,10.27,-,0,0,31,59,10,1.23,-,49.6,2.44,-,15.9,5.3,7.8,5.88,-,-,-,-,-
1,9,2017-01-16,6.12,7.11,1.04,0.1,-,5100,3240,442,652,-,5,8,20.14,13.74,-,0,0,19,59,22,1.16,-,52.3,2.43,-,20.8,5.5,11.9,9.22,-,-,-,-,-
1,9,2017-07-17,5.57,6.76,0.64,0.07,9,5330,3380,346,263,-,20,28,63.52,12.29,-,0,0,29,47,24,1.21,-,49.8,2.41,-,12.3,4.6,11.5,0.52,-,-,-,-,-
1,9,2018-01-24,5.82,7.59,1.18,0.11,11,4350,6060,276,372,-,18,17,27.52,24.33,-,0,0,18,47,35,1.21,-,1.21,1.21,-,11.1,4.8,14.7,0.77,-,-,-,-,-
1,9,2018-07-14,5.93,6.84,0.68,0.1,7,4880,3920,365,1130,-,3,6,18.51,19,-,1,0,24,57,19,1.12,-,1.12,1.12,-,11.8,4.9,14.8,0.94,-,-,-,-,-
1,9,2019-02-21,6.58,7.46,1.31,0.13,-,5230,3500,534,157,-,12,-,35.81,14.77,-,2.61,1.38,26,49,25,1.25,-,49.8,-,-,12.6,4.8,14.9,1.52,-,-,-,-,WLN
1,9,2019-07-31,5.4,6.9,0.63,0.04,-,6.7,2.9,0.4,0.1,-,0.7,1,46,10.2,-,0.02,1,60.5,23.1,16.4,1.02,-,47.1,-,-,16.3,7.4,8.7,7.66,-,-,-,-,IT
1,9,2020-03-26,6.12,7.06,2.3,0.1,-,3.2,1.1,0.4,0.1,-,19.5,0.412,0.4,5.2,-,0.02,1,56.5,22.6,20.9,1.17,-,47.8,-,-,7.5,11.9,8.9,0.73,-,-,-,-,IT
1,9,2020-10-12,6.26,6.72,1.48,0.1,-,15.19,2.06,1.82,1.12,-,180.74,255.6,56.91,22.76,88.72,tr,0.11,85.77,5.24,8.98,1.1,-,58.43,-,14.52,10.25,7.54,12.19,5.91,-,-,-,-,WLN
1,9,2021-04-21,5.73,6.82,0.88,0.16,-,10.04,2.47,0.64,0.41,-,227.7,485.4,103.4,15.05,89.98,tr,0.11,78.73,6.54,14.73,-,-,-,-,-,-,-,-,-,-,-,-,-,WLN
1,9,2021-09-21,4.83,5.67,0.09,0.07,-,9.7,4.49,0.39,0.71,-,490.8,224.5,7.7,16.77,91.15,tr,0.22,56.22,15.06,28.42,1.29,-,51.29,-,7.14,9.86,5.97,9.49,37.05,-,-,-,-,WLN
1,9,2022-03-23,5.58,6.52,0.56,0.1,-,3.14,1.42,0.47,0,-,64.3,481,12.5,4.09,123,tr,0.08,82.84,4.76,12.4,1.36,-,48.79,-,10.54,5.11,10.32,9.29,43.24,-,-,-,-,WLN
