user_id,point_id,date,engine,fuel_type,capacity,ambient_temperature,stack_temperature,meter_temperature,moisture_content,actual_volume_sample,standard_volume_sample,actual_oxygen_o2,velocity_linear,dry_molecular_weight,actual_stack_flowrate,percent_of_isokinetic,total_particulate_isokinetic_actual,sulfur_dioxide_so2_actual,nitrogen_oxide_nox_as_nitrogen_dioxide_no2_actual,nitrogen_oxide_nox_actual,carbon_monoxide_co_actual,carbon_dioxide_co,opacity,total_particulate_isokinetic,sulfur_dioxide_so2,nitrogen_oxide_nox_as_nitrogen_dioxide_no2,nitrogen_oxide_nox,carbon_monoxide_co
1,8,2018-03-19,Genset,Diesel,18.25,36,323,36,2.3,0.551,0.537,15.7,18.7,29.3,1.8,100.3,8,23,127,-,63,4,10,12,34,194,-,97
1,8,2018-11-22,Genset,Diesel,18.25,33,407,33,10.3,1.206,1.19,10.6,53.3,29.7,5.1,94.8,47,34,20,-,171,8,12,36,33,20,-,131
1,8,2019-04-15,Genset,Diesel,18.25,38,402,38,8.77,0.732,0.7,11.5,28.4,29.6,2,102,14,6,248,-,522,7,10,12,5,208,-,439
1,8,2019-12-15,Genset,Diesel,18.25,39,324,39,8.5,1.15,1.1,12,21.8,29.6,1.5,102,25,72,14,-,393,-,-,24,67,13,-,370
1,8,2020-03-15,Genset,Diesel,18.25,32.2,400,32.2,10.4,1.2,1.16,14,29.6,29.5,2.09,95,15,1,10,-,293,6,10,16,1,10,-,313
1,8,2020-09-14,Genset,Diesel,18.25,33,391,33,8.9,1.45,1.43,14,31.8,29.4,4,104,21,71,302,876,272,5,10,23,75,320,927,288
1,8,2021-03-30,Genset,Diesel,18.25,39,395,39,5.8,1.42,1.37,14,32.5,29.4,4.1,95,18,16,50,700,419,5,12,21,20,62,870,517
1,8,2021-09-14,Genset,Diesel,18.25,32.1,398,32.1,4.8,1.57,1.53,14,33.4,29.3,4.19,103,20,5,49,700,413,5,10,23,6,59,830,494
1,8,2022-03-01,Genset,Diesel,18.25,45.3,299,45.3,5.9,1.63,1.52,15,31.2,29.3,3.92,95,21,388,47,680,367,5,10,26,486,59,850,459
