user_id,point_id,date,engine,fuel_type,capacity,ambient_temperature,stack_temperature,meter_temperature,moisture_content,actual_volume_sample,standard_volume_sample,actual_oxygen_o2,velocity_linear,dry_molecular_weight,actual_stack_flowrate,percent_of_isokinetic,total_particulate_isokinetic_actual,sulfur_dioxide_so2_actual,nitrogen_oxide_nox_as_nitrogen_dioxide_no2_actual,nitrogen_oxide_nox_actual,carbon_monoxide_co_actual,carbon_dioxide_co,opacity,total_particulate_isokinetic,sulfur_dioxide_so2,nitrogen_oxide_nox_as_nitrogen_dioxide_no2,nitrogen_oxide_nox,carbon_monoxide_co
1,3,2018-03-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,2018-11-22,Genset,Diesel,18.25,38.5,393,38.5,8.26,1.25,1.22,10.6,53.1,29.7,5.11,93,21,20,20,-,111,8,10,16,20,20,-,85
1,3,2019-04-12,Genset,Diesel,18.25,37,397,37,10.4,0.88,0.82,11.5,34.8,29.6,2.5,102,25,15,83,-,471,7,10,21,13,70,-,396
1,3,2019-12-12,Genset,Diesel,18.25,35.5,386,35.5,9,1.34,1.27,15,28.4,29.6,2.01,102,17,80,11,-,424,-,-,23,111,15,-,587
1,3,2020-03-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,2020-09-09,Genset,Diesel,18.25,34,390,34,1.02,1.56,1.52,14,33.7,29.3,4.2,96.5,7,1,188,843,428,5,10,8,1,220,985,501
1,3,2021-03-27,Genset,Diesel,18.25,31,380,31,2.36,1.56,1.54,11.1,33.3,29.6,4.2,98,10,51,64,880,610,7,12,8,41,51,710,492
1,3,2021-09-08,Genset,Diesel,18.25,40.4,319,40.4,12.87,1.03,0.97,13,19.6,29.4,2.46,107.2,19,9,62,890,566,6,10,19,9,62,890,566
1,3,2022-02-25,Genset,Diesel,18.25,37.6,308,37.6,11.58,0.98,0.94,12.7,19.7,29.5,2.48,99.6,10,452,58,850,578,6,13,10,440,56,830,563
