user_id,nama,lokasi
1,AAQ01, Pit Toka
1,AAQ02, Laydown D
1,AAQ03, Plant Site
1,AAQ04, Pangisan (setelah pos foxtrot)
1,AAQ05, Winuri
1,AAQ06, Rinondoran
1,AAQ07, Pinenek
