<<<<<<< HEAD
standard_id,user_id,codesample_id,date,start_time,stop_time,tss,ph,do,orp,conductivity,tds,temperatur,salinity,turbidity,tl_wall,tl_tsf,water_condition,water_color,odor,rain,rain_during_sampling,oil_layer,source_pollution,sampler,cyanide,level,lvl_lgr,debit_s,debit_d,remarks
7,1,6,2016-01-01,10:25,10:27,2,8.01,7.71,121,266,173,27.3,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,DA/MU,-,-,-,-,-,-
7,1,6,2016-01-02,9:40,9:43,5,8,7.2,119,270,175,27,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,AP/CR,-,-,-,-,-,-
7,1,6,2016-01-03,10:18,10:20,3,7.94,7.2,128,216.6,140.8,27.4,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,AP/BK,-,-,-,-,-,-
7,1,6,2016-01-04,11:02,11:05,2,7.11,7.21,110,216.1,138.9,28.3,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,DA/RT/BK,-,-,-,-,-,-
7,1,6,2016-01-05,14:41,14:52,3,7.35,7.32,157,163.4,106.6,27.4,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,AP/RT/CR,-,-,-,-,-,Monthly
7,1,6,2016-01-06,11:39,11:41,3,7.31,7.12,136,184.3,119.7,27.3,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,AL/CR/RT,-,-,-,-,-,-
7,1,6,2016-01-07,9:59,10:01,2,7.48,7.31,118,219.2,140.1,28.2,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,AP/BK,-,-,-,-,-,-
7,1,6,2016-01-08,11:30,11:32,2,7.66,7.25,144,198.9,128.4,28.2,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,AL/CR,-,-,-,-,-,-
7,1,6,2016-01-09,10:40,10:42,3,7.33,7.2,160,193,124.2,28,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,AP/AL/CR,-,-,-,-,-,-
7,1,6,2016-01-10,10:34,10:36,2,7.38,7.26,176,181.6,118,27.1,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,AP/BK/RT,-,-,-,-,-,-
7,1,6,2016-01-11,11:18,11:20,2,7.5,7.22,168,183.7,118.9,30.1,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,AP/RT,-,-,-,-,-,-
7,1,6,2016-01-12,10:17,10:19,3,7.51,7.24,159,176.8,114.9,27.4,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,BK/RT,-,-,-,-,-,-
7,1,6,2016-01-13,10:40,10:42,2,7.7,7.31,152,171.5,111.4,30.2,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,BK/CR/RT,-,-,-,-,-,-
7,1,6,2016-01-14,10:28,10:30,4,7.78,7.18,155,172.2,111.9,29,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,CR/RT,-,-,-,-,-,-
7,1,6,2016-01-15,10:37,10:39,3,7.6,7.25,199,198.7,128.1,28.6,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,AL/CR,-,-,-,-,-,-
7,1,6,2016-01-16,10:46,10:48,2,7.88,4.3,182,205.2,132.9,28.9,-,-,-,-,Surut,Normal,Normal,Tidak,Tidak,Tidak,Plantation,AP/AL/CR,-,-,-,-,-,-
7,1,6,2016-01-17,10:25,10:27,35,7.37,7.2,168,173.8,112.9,26.1,-,-,-,-,Surut,Keruh,Normal,ada,Ada,Tidak,Plantation,RT/BK,-,-,-,-,-,Big RAIN
7,1,6,2016-01-18,10:41,10:43,9,7.35,7.28,163,170.6,110.8,29.9,-,-,-,-,Surut,Agak keruh,Normal,ada,Tidak,Tidak,Plantation,RT/BK,-,-,-,-,-,-
7,1,6,2016-01-19,13:43,13:45,5,7.46,7.26,187,183.4,118.8,28.8,-,-,-,-,Surut,Normal,Normal,ada,Tidak,Tidak,Plantation,AL/BK,-,-,-,-,-,-
7,1,6,2016-01-20,10:43,10:45,13,7.6,7.21,193,192.1,124.2,27.9,-,-,-,-,Surut,Agak keruh,Normal,ada,Tidak,Tidak,Plantation,AL,-,-,-,-,-,-
7,1,6,2016-01-21,10:27,10:29,47,7.26,7.27,132,183.2,120.3,26.6,-,-,-,-,Surut,Keruh,Normal,ada,Ada,Tidak,Plantation,AL/BK,-,-,-,-,-,-
