user_id,point_id,date,engine,fuel_type,capacity,ambient_temperature,stack_temperature,meter_temperature,moisture_content,actual_volume_sample,standard_volume_sample,actual_oxygen_o2,velocity_linear,dry_molecular_weight,actual_stack_flowrate,percent_of_isokinetic,total_particulate_isokinetic_actual,sulfur_dioxide_so2_actual,nitrogen_oxide_nox_as_nitrogen_dioxide_no2_actual,nitrogen_oxide_nox_actual,carbon_monoxide_co_actual,carbon_dioxide_co,opacity,total_particulate_isokinetic,sulfur_dioxide_so2,nitrogen_oxide_nox_as_nitrogen_dioxide_no2,nitrogen_oxide_nox,carbon_monoxide_co
1,7,2018-03-17,Genset,Diesel,18.25,38,324,38,1.99,0.642,0.622,16,21.6,29.2,2.1,100.3,8,20,79,-,62,4,10,13,23,126,-,100
1,7,2018-11-22,Genset,Diesel,18.25,36,404,36,22.17,0.923,0.9,10.1,41.3,29.7,4,106.4,34,20,20,-,117,8,10,25,20,20,-,86
1,7,2019-04-15,Genset,Diesel,18.25,39,403,39,8.07,0.798,0.751,11.2,31.5,29.6,2.2,101,16,7,253,-,582,7,10,13,6,206,-,474
1,7,2019-12-15,Genset,Diesel,18.25,38,369,38,8.8,1.39,1.3,12,28.9,29.7,2,103,33,78,10,-,368,-,-,28,67,10,-,316
1,7,2020-03-14,Genset,Diesel,18.25,33.5,389,33.5,5.1,1.5,1.44,13,31.7,29.5,2.24,102,14,1,10,-,231,6,10,14,1,10,-,231
1,7,2020-09-12,Genset,Diesel,18.25,37,394,37,7.7,1.5,1.46,14,33.3,29.4,4.2,101,25,71,235,905,210,6,10,29,74,250,945,220
1,7,2021-03-30,Genset,Diesel,18.25,33,398,33,4.1,1.57,1.54,11,33.2,29.5,4.2,104,30,11,70,970,647,8,12,24,9,53,750,496
1,7,2021-09-13,Genset,Diesel,18.25,40.3,394,40.3,7.1,1.52,1.43,11,31.6,29.6,3.97,104,20,6,53,760,566,7,10,17,5,43,630,465
1,7,2022-03-01,Genset,Diesel,18.25,35.6,324,35.6,6.2,1.53,1.47,12,28.7,29.6,3.61,104,9,436,54,770,574,7,12,8,375,46,670,493
