user_id,nama
1,NBT-01
1,NBT-02
1,NBT-03
1,NBT-04
1,Pangisan-01
1,Pangisan-02
1,Pinenek
1,Post Alpha
1,Post Juliet
1,Tinerungan 
1,Pinasungkulan
1,Marawuwung
1,Kijang
1,Sarawet
1,Kaweruan
1,Talawaan
