codesample_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,temperature_,colour,salinity,alkalinity_as_caco3,dissolved_oxygen_do,alkalinity_total,alkalinitycarbonate,alkalinitybicarbonate,ph,chloride_cl,free_chlorine,fluoride_f,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_nnh3,nitrate_no3,nitrite_no2,phosphate_po4,total_nitrogen,aluminium_al,antimony_sb,arsenic_as,barium_ba,boron_b,calcium_ca,cadmium_cd,chromium_cr,chromium_hexavalent_cr6+,cobalt_co,copper_cu,iron_fe,lead_pb,magnesium_mg,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,sodium_na,zinc_zn,aluminium_tal,arsenic_tas,cadmium_tcd,chromium_hexavalent_tcr6+,chromium_tcr,cobalt_tco,copper_tcu,iron_tfe,lead_tpb,selenium_tse,mercury_thg,nickel_tni,zinc_tzn,bod,cod,oil_and_grease,phenols,surfactant_mbas,benzene_hexa_chloride_bhc,endrin,dichloro_diphenyl_trichloroethane_ddt,fecal_coliform,e_coli,total_coliform_bacteria_,-
13,3,2005-11-01,118,-,10,25.7,-,-,-,-,64,8.6,-,-,-,7.49,-,-,-,10,-,-,ND,ND,-,-,-,-,-,-,-,ND,0.0012,-,-,-,-,-,-,-,0.001,0.638,ND,-,0.051,ND,-,-,ND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,-,6000.0,
13,3,2005-12-01,145,-,10,27.3,-,-,-,-,78,6.7,-,-,-,7.57,-,-,-,11,-,-,ND,ND,-,-,-,-,-,-,-,ND,0.0017,-,-,-,-,-,-,-,0.003,1.72,ND,-,0.103,ND,-,-,ND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4330,-,6000.000,
13,3,2006-01-01,114.3,57,11,1.6,-,27.1,-,0.0,20,8.12,-,-,-,7.19,-,-,-,9,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.001,0.311,0.001,-,0.042,0.00005,-,-,0.0002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,200,
13,3,2006-02-01,89.2,42,22,43.8,-,25.3,-,0.0,36,-,-,-,-,6.07,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,3.62,0.001,-,0.027,0.00005,-,-,0.0002,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600,-,1000,
13,3,2006-03-01,98,-,16,16.7,-,26.2,-,0.0,31,-,-,-,-,6.64,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0012,-,-,-,-,-,-,-,0.001,0.346,0.001,-,0.023,0.00005,-,-,0.0002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500,-,1800,
13,3,2006-04-01,120.8,57.4,7.0,9,-,27.5,-,0.0,43,-,-,-,-,6.41,-,-,-,9.0,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0014,-,-,-,-,-,-,-,0.002,ND,0.001,-,0.04,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900,-,7900,
13,3,2006-05-01,126.1,60.0,1,10.0,-,27.7,-,0.0,52,-,-,-,-,6.41,-,-,-,10,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0022,-,-,-,-,-,-,-,0.001,0.518,0.001,-,0.028,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,4900,
13,3,2006-06-01,92.9,44.5,5,14.8,-,26.6,-,0.0,37,-,-,-,-,6.53,-,-,-,-,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.002,0.326,0.001,-,0.028,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,700,
13,3,2006-07-01,130.6,62.1,20,22.2,-,25.3,-,0.0,51,-,-,-,-,7.30,-,-,-,7,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0015,-,-,-,-,-,-,-,0.004,1.44,0.001,-,0.058,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2420,-,2420,
13,3,2006-08-01,162.1,77.3,10,16.1,-,25.1,-,0.0,68,-,-,-,-,7.23,-,-,-,12,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0016,-,-,-,-,-,-,-,0.002,1.14,0.001,-,0.032,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,-,22800,
13,3,2006-09-01,228,109.1,3,5,-,26.3,-,0.0,106,-,-,-,-,7.56,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0038,-,-,-,-,-,-,-,0.002,0.838,0.001,-,0.309,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3000,-,13200,
13,3,2006-10-01,222,113.0,4,5.3,-,28.7,-,0.0,95,-,-,-,-,6.88,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0033,-,-,-,-,-,-,-,0.001,0.599,0.001,-,0.181,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2300,-,10000,
13,3,2006-11-01,258,123.7,15,5.8,-,28.9,-,0.0,101,-,-,-,-,6.99,-,-,-,5,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0029,-,-,-,-,-,-,-,0.001,0.751,0.001,-,0.184,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,700,-,9000,
13,3,2006-12-01,172.5,82.3,4,5.7,-,28.6,-,0.0,62,-,-,-,-,7.23,-,-,-,18,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0034,-,-,-,-,-,-,-,0.001,0.809,0.001,-,0.091,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,1200,
13,3,2007-01-01,84.3,40,45,57.4,-,26.1,-,0.0,29,-,-,-,-,6.22,-,-,-,10,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.003,0.989,0.001,-,0.049,0.00005,-,-,0.0002,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6400,-,16000,
13,3,2007-02-01,140.7,67,39,40.3,-,30.1,-,0.0,77,-,-,-,-,5.67,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0021,-,-,-,-,-,-,-,0.004,2.17,0.001,-,0.123,0.00005,-,-,0.0002,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1600,
13,3,2007-03-01,141.9,68,4,17.9,-,29.6,-,0.0,59,-,-,-,-,6.82,-,-,-,10,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.002,-,-,-,-,-,-,-,0.002,1.47,0.001,-,0.06,0.00005,-,-,0.001,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,24,
13,3,2007-04-01,97.3,47.7,14,17.3,-,27.5,-,0.0,53,-,-,-,-,6.64,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0012,-,-,-,-,-,-,-,0.002,0.338,0.001,-,0.023,0.00005,-,-,0.0002,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,350,-,920,
13,3,2007-05-01,113.8,56.0,20,17.1,-,27.6,-,0.0,61,7.7,-,-,-,7.50,-,-,-,12,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.66,0.001,-,0.07,0.00005,-,-,0.0002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,350,-,350,
13,3,2007-06-01,127.4,60.6,7,8,-,28.1,-,0.0,48,-,-,-,-,7.20,-,-,-,10,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.002,-,-,-,-,-,-,-,0.002,0.608,0.001,-,0.051,0.00005,-,-,0.0002,-,0.046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16000,-,16000,
13,3,2007-07-01,111.3,52.9,1,5.4,-,26.8,-,0.0,67,-,-,-,-,6.30,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.002,0.574,0.001,-,0.039,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8300,-,12400,
13,3,2007-08-01,109.6,52.1,9,20.4,-,25.9,-,0.0,37,-,-,-,-,6.40,-,-,-,12,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.002,0.761,0.001,-,0.003,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000,-,2000,
13,3,2007-09-01,186.3,89.1,5,7.9,-,28.5,-,0.0,85,-,-,-,-,6.30,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.002,-,-,-,-,-,-,-,0.005,1.1,0.002,-,0.107,0.00005,-,-,0.0001,-,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,800,-,1100,
13,3,2007-10-01,1452,721.0,4,5.4,-,30.0,-,0.7,88,-,-,-,-,6.60,-,-,-,32,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.003,-,-,-,-,-,-,-,0.003,1.400,0.001,-,1.340,0.00005,-,-,0.0001,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11600,-,16000,
13,3,2007-11-01,140.3,67.0,10,19.4,-,22.1,-,0.0,46,-,-,-,-,6.40,-,-,-,15,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.002,0.851,0.001,-,0.084,0.00005,-,-,0.0001,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7200,-,15700,
13,3,2007-12-01,109.5,52.0,16,29.2,-,27.9,-,0.0,43,-,-,-,-,6.20,-,-,-,12,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.004,1.555,0.001,-,0.056,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5400,-,18600,
13,3,2008-01-01,117,55.6,10,15.3,-,27.1,-,0.0,45,-,-,-,-,6.50,-,-,-,14,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.002,-,-,-,-,-,-,-,0.006,0.691,0.016,-,0.016,0.00005,-,-,0.0001,-,0.016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600,-,13400,
13,3,2008-02-01,98.4,46.0,98,110,-,25.7,-,0.0,39,-,-,-,-,6.20,-,-,-,9,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.010,1.69,0.007,-,0.005,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2500,-,14900,
13,3,2008-03-01,121.4,55.9,8,12.7,-,26.6,-,0.0,52,-,-,-,-,6.30,-,-,-,10,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.599,0.001,-,0.112,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,6800,
13,3,2008-04-01,102.9,46.9,5,16.2,-,27,-,0.0,41,-,-,-,-,6.20,-,-,-,10,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.002,0.272,0.001,-,0.026,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6600,-,24200,
13,3,2008-05-01,80.2,36.8,14,30.0,-,26.5,-,0.0,32,-,-,-,-,6.30,-,-,-,22,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.004,0.256,0.002,-,0.046,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2900,-,25700,
13,3,2008-06-01,110,52.4,21,48.9,-,26.0,-,0.0,6.9,-,-,-,-,6.90,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,1.47,0.002,-,0.234,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17300,-,52100,
13,3,2008-07-01,132.8,60.5,4,8.2,-,27.1,-,0.0,52,-,-,-,-,6.70,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.511,0.001,-,0.092,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12100,-,22900,
13,3,2008-08-01,101.2,46.0,9,22.0,-,27.1,-,0.0,38,-,-,-,-,6.40,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.005,0.227,0.001,-,0.026,0.00005,-,-,0.0001,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5900,-,41900,
13,3,2008-09-01,157.4,74.3,5,11.2,-,26.5,-,0.0,50,6.3,-,-,-,6.7,1.0,-,0.09,12,0.02,-,0.01,0.01,0.05,-,0.043,0.008,0.026,-,0.10,0.00,0.002,-,-,-,0.00,0.00,-,0.00,0.002,0.758,0.00,-,0.079,0.00,0.00,0.00,0.00,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,10.00,5.00,0.00,0.03,-,-,-,17200,-,21100,
13,3,2008-10-01,150.5,69.8,28,63.2,-,26.4,-,0.0,64,-,-,-,-,6.50,-,-,-,14,-,-,0.01,0.01,-,-,-,-,-,-,-,0.00,0.002,-,-,-,-,-,-,-,0.021,1.250,0.001,-,0.261,0.00,-,-,0.00,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,300,
13,3,2008-11-01,120.9,53.4,4,9.2,-,28.7,-,0.0,57,-,-,-,-,6.70,-,-,-,11,-,-,0.01,0.01,-,-,-,-,-,-,-,0.00,0.001,-,-,-,-,-,-,-,0.010,0.568,0.00,-,0.028,0.00,-,-,0.00,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10400,-,35800,
13,3,2008-12-01,107.2,49.6,9,15.5,-,26.3,-,0.0,44,6.2,-,-,-,6.30,2.5,-,0.06,9,0.002,-,0.01,0.01,0.02,-,0.079,0.003,0.01,-,0.1,0.00,0.001,-,-,-,0.00,0.00,-,0.00,0.022,0.505,0.002,-,0.056,0.00,0.00,0.00,0.00,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,10.00,5.00,0.00,0.02,-,-,-,11400,-,53400,
13,3,2009-01-01,122.8,56,5,10.9,-,27.4,-,0.0,50,-,-,-,-,7.30,-,-,-,9,-,-,0.01,0.01,-,-,-,-,-,-,-,0.00,0.001,-,-,-,-,-,-,-,0.005,0.732,0.00,-,0.054,0.00,-,-,0.00,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2500,-,35900,
13,3,2009-02-01,117.7,54,4,12.1,-,26.5,-,0.0,29,-,-,-,-,7.00,-,-,-,13,-,-,0.01,0.01,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.007,0.426,0.00,-,0.041,0.00,-,-,0.00,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8300,-,38000,
13,3,2009-03-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
13,3,2009-04-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
13,3,2009-05-01,132.0,65.9,4,7.5,-,29.9,-,0.0,59,-,-,-,-,6.90,3.7,-,0.07,11,0.002,-,0.01,0.01,0.02,-,0.088,0.001,0.06,-,0.1,-,0.003,-,-,-,0.020,0.01,-,0.020,0.002,1.25,0.001,-,0.001,0.00,0.03,0.0005,0.00,-,0.023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0.013,0.01,-,-,-,5200,-,16800,
13,3,2009-06-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
13,3,2009-07-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
13,3,2009-08-01,143.0,76.0,44,66.2,-,32,-,0.0,-,-,-,-,-,7.42,2.6,-,0.12,10,0.02,0.005,0.005,0.005,0.05,-,0.052,0.003,0.082,-,6.32,-,0.002,-,-,-,0.001,0.010,-,0.010,0.006,1.63,0.001,-,0.103,0.00002,-,0.01,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,22,5,0.001,0.01,-,-,-,-,2420,2420,
13,3,2009-09-01,223,118,6,13.5,-,28.9,-,0.0,-,-,-,-,-,7.34,3.9,-,0.13,11,0.02,0.005,0.005,-,0.10,-,0.047,0.003,0.104,-,0.144,-,0.003,-,-,-,0.0001,0.01,-,0.001,0.005,1.34,0.001,-,0.207,0.00002,-,0.0006,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,16,5,0.001,0.01,-,-,-,-,2420,2420,
13,3,2009-10-01,1950,1120.0,11,8.7,-,30.6,-,0.9,-,-,-,-,-,7.59,423,-,0.16,72,0.02,0.005,0.007,-,0.10,-,0.056,0.003,0.145,-,-,-,0.0032,-,-,-,-,-,-,-,0.007,0.19,0.001,-,1.15,0.000,-,-,0.000,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,19,5,0.012,0.01,-,-,-,-,2420,2420.000,
13,3,2009-11-01,159,81.0,4,6.1,-,29.7,-,0.0,-,-,-,-,-,7.35,4.5,-,0.09,19,0.02,0.005,0.005,-,0.06,-,0.063,0.003,0.097,-,-,-,0.0026,-,-,-,-,-,-,-,0.005,0.72,0,-,0.107,0.00025,-,-,0,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,16,5,0.015,0.02,-,-,-,-,4840,4840.000,
13,3,2009-12-01,101,51,9,26.2,-,27.9,-,0.0,-,-,-,-,-,7.28,2.8,-,0.07,6,0.02,0.05,0.050,-,0.02,-,0.157,0.004,0.074,-,-,-,0.001,-,-,-,-,-,-,-,0.005,0.47,0,-,0.050,0.000,-,-,0.001,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.003,0.01,-,-,-,-,1450,4840.000,
13,3,2010-01-04,125,87,4,4,-,28.8,-,0.0,-,-,-,-,-,7.35,3.7,-,0.09,12,0.02,0.005,0.005,-,0.07,-,0.222,0.003,0.065,-,-,-,0.001,-,-,-,-,-,-,-,0.005,0.34,0.001,-,0.062,0.00003,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,4840.000,4840.000,
13,3,2010-02-02,85,59,13,32,-,28.6,-,0.0,-,-,-,-,-,7.21,2.6,-,0.07,10,0.02,0.005,0.005,-,0.07,-,0.176,0.006,0.027,-,-,-,0.0006,-,-,-,-,-,-,-,0.005,0.18,0.002,-,0.036,0.00004,-,-,0.0001,-,0.027,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,4840.000,4840.000,
13,3,2010-03-01,142,99,5,10.3,-,28.5,-,0.0,-,-,-,-,-,7.06,2.8,-,0.08,12,0.02,0.005,0.005,-,0.08,-,0.050,0.003,0.14,-,-,-,0.0014,-,-,-,-,-,-,-,0.005,0.65,0.001,-,0.108,0.00005,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.02,-,-,-,-,4840.000,4840.000,
13,3,2010-04-05,94,66.0,57,72.0,-,28.5,-,0.0,-,-,-,-,-,7.39,3.1,-,0.07,14,0.02,0.005,0.005,0.005,0.02,-,0.399,0.002,0.121,-,-,-,0.0012,-,-,-,0.0001,-,-,-,0.005,0.36,0.001,-,0.005,0.000,0.001,-,0.0001,-,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,5,17,5,0.001,0.01,-,-,-,-,4800,4840.000,
13,3,2010-05-03,94.0,66.0,4,7.8,-,28.7,-,0.0,-,-,-,-,-,6.75,1.9,-,0.05,11,0.02,0.005,0.005,0.005,0.02,-,0.047,0.003,0.052,-,-,-,0.0005,-,-,-,0.0001,-,-,-,0.005,0.28,0.001,-,0.033,0.00002,0.001,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,4840.000,4840.000,
13,3,2010-06-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
