codesample_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,temperature_,colour,salinity,alkalinity_as_caco3,dissolved_oxygen_do,alkalinity_total,alkalinitycarbonate,alkalinitybicarbonate,ph,chloride_cl,free_chlorine,fluoride_f,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_nnh3,nitrate_no3,nitrite_no2,phosphate_po4,total_nitrogen,aluminium_al,antimony_sb,arsenic_as,barium_ba,boron_b,calcium_ca,cadmium_cd,chromium_cr,chromium_hexavalent_cr6+,cobalt_co,copper_cu,iron_fe,lead_pb,magnesium_mg,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,sodium_na,zinc_zn,aluminium_tal,arsenic_tas,cadmium_tcd,chromium_hexavalent_tcr6+,chromium_tcr,cobalt_tco,copper_tcu,iron_tfe,lead_tpb,selenium_tse,mercury_thg,nickel_tni,zinc_tzn,bod,cod,oil_and_grease,phenols,surfactant_mbas,benzene_hexa_chloride_bhc,endrin,dichloro_diphenyl_trichloroethane_ddt,fecal_coliform,e_coli,total_coliform_bacteria_
27,3,2010-06-02,156.0,109.0,2,2.9,-,28.9,-,0.0,-,-,-,-,-,8.26,2.5,-,0.11,3,0.02,0.005,0.005,0.005,0.02,-,0.091,0.001,0.069,-,-,-,0.0005,-,-,-,0.0001,-,-,-,0.005,0.02,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.108,-,0.0001,0.01,-,0.001,-,-,-,0.0005,0.00002,-,-,5,10,5,0.001,0.01,-,-,-,-,340,4840
27,3,2010-07-06,158.0,111.0,13,8.3,-,28.2,-,0.0,-,-,-,-,-,8.36,1.7,-,0.13,4,0.02,0.005,0.005,0.005,0.02,-,0.158,0.001,0.064,-,-,-,0.0005,-,-,-,0.0001,-,-,-,0.005,0.05,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.236,-,0.0001,0.01,-,0.001,-,-,-,0.0005,0.00002,-,-,5,21,5,0.001,0.01,-,-,-,-,540,4840
27,3,2010-08-04,163.0,83.0,8,7.8,-,26.2,-,0.0,-,-,-,-,-,8.09,2.4,-,0.12,4,0.02,0.005,0.005,0.005,0.02,-,0.147,0.001,0.056,-,-,-,0.0005,-,-,-,0.000,-,-,-,0.005,0.04,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.416,-,0.0001,0.01,-,0.001,-,-,-,0.0005,0.00002,-,-,5,10,5,0.001,0.01,-,-,-,-,1160,4840
27,3,2010-09-07,162.0,113.0,2,3.1,-,30.0,-,0.0,-,-,-,-,-,8.30,2.4,-,0.11,5,0.02,0.005,0.005,0.005,0.02,-,0.056,0.001,0.041,-,-,-,0.001,-,-,-,0.0001,-,-,-,0.005,0.07,0.001,-,0.005,0.00002,0.001,-,0.001,-,0.01,0.054,-,0.0001,0.01,-,0.001,-,-,-,0.001,0.00002,-,-,2,10,5,0.001,0.01,-,-,-,-,76,4840
27,3,2010-10-05,142.0,100.0,23,23.6,-,28.7,-,0.0,-,-,-,-,-,8.15,2.8,-,0.09,6,0.02,0.005,0.005,0.005,0.02,-,0.063,0.002,0.078,-,-,-,0.001,-,-,-,0.0001,-,-,-,0.005,0.06,0.001,-,0.005,0.000,0.001,-,0.001,-,0.01,3.880,-,0.0003,0.01,-,0.002,-,-,-,0.002,0.00002,-,-,2,10,5,0.001,0.02,-,-,-,-,3980,4840.000
27,3,2010-11-02,162.0,113.0,3,5.6,-,25.6,-,0.0,-,0.24,-,-,-,8.09,1.7,-,0.1,6,0.02,0.005,0.005,0.005,0.02,-,0.100,0.001,0.056,-,-,-,0.001,-,-,-,0.000,-,-,-,0.005,0.03,0,-,0.005,0,0.001,-,0,-,0.01,0.640,-,0.0002,0.01,-,0.002,-,-,-,0.002,0.00002,-,-,2,10,5,0.001,0.01,-,-,-,-,260,4840.000
27,3,2010-12-02,159,111.0,10,7.4,-,27.3,-,0.0,-,4.31,-,-,-,7.47,1.1,-,0.12,3,0.02,0.005,0.005,0.005,0.02,-,0.166,0.001,0.034,-,-,-,0.0005,-,-,-,0.0001,-,-,-,0.005,0.02,0,-,0.005,0.000,0.001,-,0.000,-,0.005,0.965,-,0.0003,0.01,-,0.002,-,-,-,0.001,0.00002,-,-,2,10,5,0.001,0.01,-,-,-,-,400,4840.000
27,3,2011-01-04,166,116,1,3.7,-,25.6,-,0.0,-,5.48,-,-,-,8.02,3.2,-,0.11,4,0.02,0.005,0.005,0.005,0.02,-,0.050,0.001,0.056,-,-,-,0.001,-,-,-,0.0001,-,-,-,0.005,0.02,0.001,-,0.005,0.00002,0.001,-,0.001,-,0.01,0.018,-,0.0002,0.01,-,0.002,-,-,-,0.002,0.00002,-,-,2,10,5,0.001,0.02,-,-,-,-,94,4840
27,3,2011-02-01,153,107,15,NA,-,27.7,-,0.0,-,-,-,-,-,7.92,3.3,-,0.11,4,0.02,0.005,0.005,0.005,0.02,-,0.271,0.002,0.037,-,0.146,-,0.0005,-,-,-,0.0001,0.001,0.01,0.001,0.005,0.06,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.651,0.0015,0.0002,NA,NA,0.002,0.01,-,0.002,0.001,0.00002,0.002,0.01,2,10,5,0.001,0.01,-,-,-,-,2240,4840
27,3,2011-03-02,156,109,2,NA,-,27.0,-,0.0,-,6.25,-,-,-,7.91,2.3,-,0.1,3,0.02,0.005,0.005,0.005,0.02,-,0.162,0.001,0.045,-,0.03,-,0.0005,-,-,-,0.0001,0.001,-,0.001,0.005,0.04,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.427,0.001,0.0002,0.01,0.002,0.002,0.01,-,0.002,0.001,0.00005,0.002,0.01,2,10,5,0.001,0.02,-,-,-,-,2600,4840
27,3,2011-04-05,164,115,8,NA,-,27.5,-,0.0,-,5.8,-,-,-,8.18,2.7,-,0.11,4,0.02,0.005,0.005,0.005,0.02,-,0.083,0.001,0.063,-,0.020,-,0.001,-,-,-,0.0001,-,0.01,0.001,0.005,0.03,0.001,-,0.005,0.00002,0.001,-,0.001,-,0.01,0.580,0.001,0.0001,-,-,0.001,0.005,-,0.001,0.001,0.00002,0.001,0.01,2,10,5,0.001,0.01,-,-,-,-,360,4840
27,3,2011-05-02,150,105,46,-,-,29.2,-,0.0,-,5.76,-,-,-,8.07,2.5,-,0.11,2,0.02,0.005,0.005,0.005,0.02,-,0.258,0.001,0.127,-,0.290,-,0.0005,-,-,-,0.0001,-,-,0.001,0.005,0.12,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,3.66,0.0005,0.0001,0.01,-,0.001,0.006,-,0.001,0.0005,0.00006,0.001,0.006,2,10,5,0.001,0.01,-,-,-,-,4840,4840
27,3,2011-06-02,157,110,30,-,-,29.7,-,0.0,-,4.81,-,-,-,7.90,1.7,-,0.13,2,0.02,0.005,0.005,0.005,0.02,-,0.191,0.002,0.054,-,0.280,-,0.0005,-,-,-,0.0001,0.001,0.01,0.001,0.005,0.15,0.001,-,0.005,0.00002,0.001,-,0.001,-,0.005,0.782,0.0005,0.0001,0.01,-,0.001,0.006,-,0.001,0.0005,0.00002,0.001,0.005,2,10,5,0.001,0.01,-,-,-,-,3980,4840
27,3,2011-07-05,180,126,4,-,-,30.5,-,0.0,-,5.52,-,-,-,8.37,1.7,-,0.08,5,0.02,0.005,0.005,0.005,0.02,-,0.06,0.001,0.072,-,0.016,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.04,0.001,-,0.006,0.00002,0.001,-,0.0001,-,0.005,0.285,0.0005,0.0001,0.01,-,0.001,0.005,-,0.001,0.0005,0.00005,0.001,0.005,2,11,5,0.001,0.01,-,-,-,-,110,4840
27,3,2011-08-03,198,139,1,-,-,31.3,-,0.0,-,5.7,-,-,-,8.2,2.3,-,0.09,6,0.02,0.005,0.005,0.005,0.02,-,0.071,0.001,0.063,-,0.011,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.05,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.126,0.0005,0.0001,0.01,-,0.001,0.005,-,0.001,0.0005,0.00005,0.001,0.005,2,10,5,0.001,0.01,-,-,-,-,168,4840
27,3,2011-09-04,209,146,6,-,-,28.9,-,0.0,-,8.34,-,-,-,8.49,3.00,-,0.10,5,0.02,0.005,0.005,0.005,0.02,-,0.006,0.002,0.092,-,0.021,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.07,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,0.850,0.0006,0.0001,0.01,-,0.001,0.005,-,0.001,0.00005,0.001,0.0005,0.006,2,10,5,0.001,0.01,-,-,-,-,40,4840
27,3,2011-10-05,173,121,10,-,-,28.6,-,0.0,-,7.47,-,-,-,8.19,1.5,-,0.14,6,0.02,0.005,0.005,0.005,0.02,-,0.005,0.001,0.052,-,0.039,-,0.0006,-,-,-,0.0001,-,0.01,0.001,0.005,0.05,0.001,-,0.005,0.00005,0.001,-,0.0001,-,0.006,0.465,0.0008,0.0001,0.01,-,0.001,0.005,-,0.001,0.0005,0.00005,0.001,0.009,2,10,5,0.001,0.01,-,-,-,-,680,4840
27,3,2011-11-02,107,119,18,-,-,26.5,-,-,-,7.69,-,-,-,8.29,1.0,-,0.11,6,0.02,0.005,0.005,0.005,0.02,-,0.005,0.003,0.050,-,0.033,-,0.0006,-,-,-,0.0001,-,0.01,0.001,0.005,0.07,0.001,-,0.005,0.00005,0.001,-,0.0001,-,0.005,1.16,0.0006,0.0001,0.01,-,0.001,0.005,-,0.001,0.0005,0.00005,0.001,0.005,2,10,5,0.001,0.01,-,-,-,-,2100,4840
27,3,2011-12-02,159,111,168,-,-,28.4,-,-,-,7.17,-,-,-,8.39,3.0,-,0.12,9,0.02,0.005,0.005,0.005,0.03,-,0.175,0.002,0.037,-,0.142,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.08,0.001,-,0.005,0.00005,0.001,-,0.0001,-,0.005,8.73,0.0009,0.0001,0.01,-,0.003,0.014,-,0.001,0.0005,0.0001,0.002,0.016,2,10,5,0.001,0.01,-,-,-,-,4840,4840
27,3,2012-01-03,163,114,9,-,-,28.2,-,-,-,6.14,71,-,-,8.10,2.7,-,0.11,6,0.02,0.005,0.005,0.005,0.02,-,0.005,0.002,0.097,-,0.051,0.001,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.06,0.001,-,0.005,0.00005,0.001,-,0.0001,8.30,0.005,0.452,0.0005,0.0001,0.01,-,0.001,0.005,-,0.001,0.0005,0.00005,0.001,0.005,2,12,5,0.001,0.01,-,-,-,-,400,4840
27,3,2012-02-02,157,79,15,NA,NA,26,-,NA,NA,8.32,74,-,-,8.54,NA,-,NA,2,NA,NA,0.0,0.01,NA,-,NA,NA,NA,-,NA,0.001,0.001,NA,-,-,NA,NA,NA,NA,0.005,NA,NA,-,NA,0.00005,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,NA,NA
27,3,2012-03-03,130.6,86,304,NA,NA,27.4,-,NA,NA,7.7,62,-,-,7.7,NA,-,NA,2,NA,NA,0.005,0.01,NA,-,NA,NA,NA,-,NA,0.0005,0.001,NA,-,-,NA,NA,NA,NA,0.005,NA,NA,-,NA,0.00005,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,NA,NA
27,3,2012-04-03,163.6,111,9,NA,NA,29.5,-,NA,NA,9.41,71,-,-,8.58,NA,-,NA,4,NA,NA,0.005,0.01,NA,-,NA,NA,NA,-,NA,0.0005,0.0005,NA,-,-,NA,NA,NA,NA,0.005,NA,NA,-,NA,0.00005,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,NA,NA
27,3,2012-05-02,139.4,103,1,-,-,29,-,-,-,7.14,66,-,-,8.16,-,-,-,4,-,-,0.005,0.01,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2012-06-03,165,116,13,-,-,-,-,-,-,7.03,78,-,-,8.09,1.8,-,0.10,3,0,0,0,0,0,-,0.005,0.001,0.058,-,0.018,-,0.001,-,-,-,0.0001,-,0.01,0.001,0.007,0.03,0.001,-,0.005,0.00005,-,-,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,240,4840
27,3,2012-07-03,177,124,4,-,-,27.1,-,-,-,6.88,68,-,-,8.20,-,-,-,4,-,-,0.005,-,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2012-08-02,188.4,139,2,-,-,31.6,-,-,-,7.82,77,-,-,8.10,-,-,-,4,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2012-09-04,195.2,137,6,-,-,26.9,-,-,-,6.51,86,-,-,8.58,-,-,-,9,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2012-10-04,195,136,5,-,-,30.4,-,-,-,6.85,83,-,-,8.89,-,-,-,4,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2012-11-02,120,86,640,-,-,26.3,-,-,-,7.69,51,-,-,8.08,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2012-12-04,154,104,70,-,-,22,-,-,-,6.56,71,-,-,7.84,1.5,-,0.11,6,0,0,0.005,0.005,-,0.05,0.005,0.001,0.126,-,0.036,0.00,0.00,-,-,-,0.00,-,0.01,0.00,0.01,0.07,0.00,-,0.01,0.00,-,-,0.00,-,0.01,2.50,0.00,0.00,0.01,-,0.00,0.01,-,0.00,0.00,0.00,0.00,0.01,2,19,5.00,0.00,0.01,-,-,-,-,3460,4840.00
27,3,2013-01-12,155,108,12,-,-,22.7,-,-,-,7.98,75,-,-,8.11,3.2,-,-,-,-,0.005,0.005,-,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2013-02-12,130,91,16,-,-,27.8,-,-,-,6.99,67,-,-,7.76,1.4,-,-,-,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2013-03-04,146,102,1,-,-,28.1,-,-,-,7.32,78,-,-,8.04,-,-,-,3.0,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.0013,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2013-04-03,143,100,43,-,-,27.8,-,-,-,7.28,67,-,-,8.05,-,-,-,5,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2013-05-01,145,101,10,-,-,29.1,-,-,-,6.83,65,-,-,8.21,-,-,-,4,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3,2013-06-03,165,116,10,-,-,28.7,-,-,-,7.12,70,-,-,8.15,1.4,-,0.09,5,0,0,0,0,0.02,-,0.067,0.001,0.115,-,0.055,0.0005,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.08,0.001,-,0.005,0.00005,-,-,0.0001,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,2,12,5,0,0,-,-,-,-,2420,2420
27,3,2013-07-02,170,119,8,-,-,30.3,-,-,-,7.83,91,-,-,7.96,-,-,-,3,0.02,0.005,0.005,0.005,-,0.02,0.125,0.002,-,-,-,0.0005,0.0005,-,-,-,0.0001,-,-,0.001,0.005,0.07,0.001,-,0.006,0.00007,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-
27,3,2013-08-01,165,116,17,-,-,28.7,-,-,-,6.3,75,-,-,8.2,-,-,-,4,0.02,0.005,0.005,0.005,-,0.04,0.023,0.001,-,-,-,0.0005,0.0005,-,-,-,0.0001,-,-,0.001,0.005,0.13,0.001,-,0.01,0.00005,-,0.001,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-
27,3,2013-09-05,158,107,3,-,-,28.8,-,-,-,6.51,81,-,-,7.7,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.03,0.01,0.03,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.009,0.1,-,-,-,99,-,2420
27,3,2013-10-02,171,116,6,-,-,27.6,-,-,-,6.82,81,-,-,7.8,5,-,0.1,8,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.01,-,0.4,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.2,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.003,0.1,-,-,-,500,-,900
27,3,2013-11-06,135,92,7,-,-,26,-,-,-,6.63,65,-,-,7.3,5,-,0.2,8,0.002,0.01,0.01,0.01,-,0.1,0.28,0.01,0.04,-,0.6,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.3,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,900,-,900
27,3,2013-12-02,137,93,7,-,-,25.9,-,-,-,7.15,78,-,-,7.5,5,-,0.1,2,0.002,0.01,0.01,0.01,-,0.1,0.111,0.01,0.06,-,1.5,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.03,-,-,-,2420,-,2420
27,3,2014-01-06,147,100,3,-,-,26.0,-,-,-,7.25,80,-,-,7.7,5,-,0.1,8,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.07,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.1,-,-,-,2420,-,2420
27,3,2014-02-02,145,100,3,-,-,26.7,-,-,-,7.35,113,-,-,7.4,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.10,0.01,0.02,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.2,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.1,-,-,-,365,-,2420
27,3,2014-03-05,179,121,5,-,-,30.3,-,-,-,7.15,80,-,-,7.8,5,-,0.1,11,0.002,0.01,0.01,0.01,-,0.1,0.16,0.01,0.60,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.1,-,-,-,1120,-,2420
27,3,2014-04-02,142,106,16,-,-,28.7,-,-,-,7,66,-,-,7.5,5,-,0.3,7,0.002,0.01,0.01,0.01,-,0.1,0.37,0.01,0.05,-,0.2,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,96,-,2420
27,3,2014-05-05,167,114,2,-,-,29.1,-,-,-,7.32,87,-,-,7.7,5,-,0.1,9,0.002,0.01,0.01,0.01,-,0.1,0.07,0.01,0.04,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,548,-,2419
27,3,2014-06-05,162,110,3,-,-,28.2,-,-,-,7.26,75,-,-,7.6,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.07,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,361,-,2419
27,3,2014-07-02,184,130,4,-,-,27.3,-,-,-,7.40,73,-,-,7.6,5,-,0.1,7,0.002,0.01,0.01,0.01,-,0.1,0.06,0.01,0.03,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,102,-,2420
27,3,2014-08-04,175,120,2,-,-,29.8,-,-,-,7.24,88,-,-,7.7,5,-,0.1,8,0.002,0.01,0.01,0.01,-,0.1,0.04,0.01,0.01,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,170,-,300
27,3,2014-09-03,192,110,2,-,-,29.3,-,-,-,7.33,88,-,-,8.0,5,-,0.1,7,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.08,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,17,-,500
27,3,2014-10-02,190,110,1,-,-,29.4,-,-,-,7.32,91,-,-,7.6,5,-,0.1,7,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.02,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.1,-,-,-,240,-,500
27,3,2014-11-05,210,130,1,-,-,29,-,-,-,7.88,88,-,-,7.7,5,-,0.3,10,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.01,-,0.2,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,2400,-,3000
27,3,2014-12-02,218,153,39,-,-,28,-,-,-,7.21,76,-,-,8.23,2.1,-,0.11,20,0.01,0.005,0.005,0.005,-,0.02,0.036,0.001,0.239,-,0.194,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.18,0.006,-,0.006,0.00005,-,0.0005,0.0007,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,520,-,4840
27,3,2015-01-05,197,138,1,-,-,28.8,-,-,-,6.14,71,-,-,8.15,3.3,-,0.08,15,0.01,0.005,0.005,0.005,-,0.02,0.005,0.001,0.079,-,0.037,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.09,0.006,-,0.005,0.00005,-,0.0005,0.0006,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,360,-,4840
27,3,2015-02-15,176,123,156,-,-,27.3,-,-,-,7.14,72,-,-,7.83,3.1,-,0.12,14,0.01,0.005,0.005,0.005,-,0.02,0.357,0.002,0.099,-,0.661,-,0.005,-,-,-,0.0001,-,0.005,0.001,0.005,0.43,0.005,-,0.006,0.00005,-,0.0012,0.0027,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,4840,-,4840
27,3,2015-03-04,174,122,23,-,-,26.5,-,-,-,7.35,73,-,-,8.24,3.3,-,0.09,7,0.01,0.005,0.005,0.005,-,0.02,0.005,0.001,0.045,-,0.39,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.2,0.005,-,0.005,0.00005,-,0.0014,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,1540,-,4840
27,3,2015-04-05,183,128,19,-,-,28.6,-,-,-,7.21,76,-,-,7.87,3.1,-,0.09,9,0.01,0.005,0.005,0.005,-,0.02,0.157,0.001,0.36,-,0.13,-,0.005,-,-,-,0.001,-,0.005,0.01,0.01,0.02,0.006,-,0.05,0.00005,-,0.005,0.01,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,440,-,4840
27,3,2015-05-11,163,114,1,-,-,27.3,-,-,-,7.39,77,-,-,8.28,1.7,-,0.02,7,0.01,0.005,0.005,0.005,-,0.02,0.166,0.001,0.141,-,0.229,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.04,0.005,-,0.005,0.00005,-,0.0007,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,4840,-,4840
27,3,2015-06-01,187,131,11,-,-,27.4,-,-,-,7.29,81,-,-,8.01,2.1,-,0.3,9,0.01,0.005,0.005,0.005,-,0.02,0.109,0.001,0.089,-,0.060,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.02,0.001,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,1300,-,4840
