user_id,nama,lokasi
1,AQP-01,PLANE SITE
1,AQP-02,PLANE SITE
1,AQP-03,PLANE SITE
1,AQP-04,PLANE SITE
1,AQP-05,PLANE SITE
1,AQP-06,PLANE SITE
1,AQP-07,PLANE SITE
1,AQP-08,PLANE SITE
1,AQP-09,PLANE SITE
1,AQP-10,PLANE SITE
1,AQP-11,PLANE SITE
1,AQP-12,PLANE SITE
1,AQP-13,GOLD ROOM STAK
1,AQP-14,KILN STACK
1,AQP-15,ELUTION HEATER A STACK
1,AQP-16,KILN STACK 2
