standard_id,user_id,codesample_id,date,start_time,stop_time,tss,ph,do,orp,conductivity,tds,temperatur,salinity,turbidity,tl_wall,tl_tsf,water_condition,water_color,odor,rain,rain_during_sampling,oil_layer,source_pollution,sampler,cyanide,level,lvl_lgr,debit_s,debit_d,remarks
7,1,38,2022-02-14,11:00,11:02,58,7.96,7.11,279,2310,1480,28.6,1.1,79.5,-,280.45,Surut,Keruh,Normal,ada,tidak,tidak,Plantsite,BK/JK/NB,0.147,-,-,-,-,-
7,1,38,2022-02-15,14:13,14:15,49,6.78,7.56,312,1850,1180,27.1,0.9,50.6,-,280.44,Surut,Keruh,Normal,tidak,ada,tidak,Plantsite,FP/JK,0.021,-,-,-,-,-
7,1,38,2022-02-16,13:45,13:47,58,8.01,7.14,267,1920,1220,29.6,0.9,94.8,-,280.44,Surut,Keruh,Normal,ada,ada,tidak,Plantsite,FP/JK,> 0.240,-,-,-,-,-
7,1,38,2022-02-17,14:29,14:31,118,8.86,7.1,285,1920,1230,26.5,0.9,84.1,-,280.46,Pasang,Agak Keruh,Normal,ada,ada,tidak,Plantsite,FP/JK,> 0.240,-,-,-,-,-
7,1,38,2022-02-18,14:10,14:12,109,8.5,8.06,246,1620,1040,27,0.8,165,-,280.5,Pasang,Keruh,Normal,ada,ada,tidak,Plantsite,FP,2.09,-,-,-,-,-
7,1,38,2022-02-19,10:05,10:07,1580,8.04,6.86,307,1730,1110,25.7,0.7,147,-,280.5,Pasang,Keruh,Normal,ada,tidak,tidak,Plantsite,FR/FP,0.131,-,-,-,-,-
7,1,38,2022-02-20,9:40,9:42,63,8.85,6.73,320,1500,946,25.4,0.8,104,-,280.5,Surut,Keruh,Normal,ada,tidak,tidak,Plantsite,FK/JK,0.58,-,-,-,-,-
7,1,38,2022-02-21,12:30,12:32,140,8.31,7.09,285,1380,879,26.9,0.7,135,-,280.5,Pasang,Keruh,Normal,ada,tidak,tidak,Plantsite,BK,0.97,-,-,-,-,-
7,1,38,2022-02-22,13:57,13:59,79,8.35,7.58,247,1360,869,25,0.7,134,-,280.5,Pasang,Keruh,Normal,ada,ada,tidak,Plantsite,BK/FP,0.54,-,-,-,-,-
7,1,38,2022-02-23,7:58,8:00,62,8.02,7.01,278,1460,932,27.9,0.7,125,-,280.5,Surut,Keruh,Normal,ada,tidak,tidak,Plantsite,BK/FP,0.232,-,-,-,-,-
