user_id,point_id,date,equipment,fuel_type,capacity,ambient_temperature,stack_temperature,meter_temperature,moisture_content,actual_volume_sample,standard_volume_sample,actual_oxygen_o2,velocity_linear,dry_molecular_weight,actual_stack_flowrate,percent_of_isokinetic,ammonia_nh3,chlorine_cl2,hydrogen_chloride_hcl,hydrogen_fluoride_hf,nitrogen_dioxide_no2,nitrogen_oxide_nox,opacity,total_particulate_isokinetic,sulfur_dioxide_so2,hydrogen_sulphide_h2s,mercury_hg,arsenic_as,antimony_sb,cadmium_cd,zinc_zn,lead_pb
1,14,2020-03-26,Furnace,Diesel,150,31.2,75.8,31.2,5,0.902,0.871,15.8,6.5,29.2,0.459,98,0.1,0.5,3,0.2,-,10,10,15,1,0.1,0.25,0.1,0.1,0.97,1,0.3
