user_id,nama,lokasi
1,DG-01,POST-ALPHA
1,DG-02,TOKA HILL
1,DG-03,PLAN SITE
1,DG-04,POST-HOTEL
1,DG-05,KOBA-HILL
1,DG-06,NURSERY HILL
1,DG-07,MEGAZINE PAD
1,DG-08,RONDOR ACCESS HILL
1,DG-09,WINURI VILLAGE
1,DG-11,RINONDORAN VILLAGE
1,DG-12,PINENEK VILLAGE
1,DG-13,PUSKESMAS TINURUNGAN
1,DG-14,JETTY
1,DG-15,LIKUPANG SATU
1,DG-16,POST INDIA
1,DG-18,LAYDOWN B
1,DG-19,LAYDOWN B
1,DG-20,LAYDOWN B
